id,name,price,url,rating,review_count,brand_name,suitable_type,ingredients,sentiment,first_sentence
323,Brightening Boost Vitamin C Powder Serum & Refill,From $60,https://credobeauty.com/products/brightening-boost-vitamin-c-power-serum,4.7,81,Exponent Beauty,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'brightening']",100% positive,Exponent Brightening Boost Vitamin C Power System has revolutionized my skincare routine.
324,Firming Filter CoQ10 Antioxidant Powder Refill,$60.00,https://credobeauty.com/products/firming-filter-coq10-antioxidant-power-refill,4.6,81,Exponent Beauty,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'repair', 'anti-aging', 'antioxidants']",20% positive,"The product comes in a sleek, welldesigned packaging that not only looks great but also."
325,Firming Filter CoQ10 Antioxidant Powder Serum,$98.00,https://credobeauty.com/products/firming-filter-coq10-antioxidant-power-serum,No rating,85,Exponent Beauty,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'repair', 'anti-aging', 'antioxidants']",40% positive,"Worth every penny, I cannot stop staring at how glowy my skin is."
326,Quadruple Hyaluronic Acid Hydrator Refill,$30.00,https://credobeauty.com/products/quadruple-hyaluronic-acid-hydrator-refill,No rating,No reviews,Exponent Beauty,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'repair', 'anti-aging']",,
327,Time Rewind Retinol Powder Refill,$60.00,https://credobeauty.com/products/time-rewind-retinol-power-serum,No rating,78,Exponent Beauty,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'exfoliating']",,
328,Time Rewind Retinol Powder Serum & Refill,$98.00,https://credobeauty.com/products/time-rewind-retinol-power-serum-1,No rating,81,Exponent Beauty,"['dry skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'exfoliating']",,
329,Everything Soap Lemongrass,From $24,https://credobeauty.com/products/everything-soap-lemongrass,4.8,49,Follain,['all skin'],['moisture'],80% positive,The smell is very fresh and great for handwashing.
330,Everything Soap Lavender,From $24,https://credobeauty.com/products/everything-soap-lavender,4.8,28,Follain,['all skin'],['moisture'],100% positive,Beautiful glass bottle and feels luxurious.
331,Hand Cream,$16.00,https://credobeauty.com/products/hand-cream,4.4,13,Follain,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'alcohol', 'exfoliating', 'brightening']",100% positive,The perfect size to throw in your bag.
332,Body Scrub,$26.00,https://credobeauty.com/products/body-scrub-1,4.8,28,Follain,['all skin'],"['repair', 'moisture', 'alcohol', 'exfoliating']",60% positive,This is the best body scrub that ve ever used and I am sooo picky.
333,Brightening Serum,$40.00,https://credobeauty.com/products/follain-brightening-serum,4.7,109,Follain,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'exfoliating', 'brightening']",80% positive,This brightening serum by Follain is one of my favorite pieces to a simple.
334,Hydrating Mask,$36.00,https://credobeauty.com/products/follain-hydrating-mask,4.4,69,Follain,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture']",40% positive,"This is a nice light addition to my routine, and leaves my skin with a nice."
335,Hydrating Cleanser,$24.00,https://credobeauty.com/products/follain-hydrating-cleanser,4,104,Follain,['all skin'],['moisture'],,
336,Firming Serum,$40.00,https://credobeauty.com/products/follain-firming-serum,4.5,92,Follain,['all skin'],"['moisture', 'anti-aging', 'exfoliating']",60% positive,Firm Up Natural ingredients Good Firming Firming Serum Great serum.
337,Moisturizer,$36.00,https://credobeauty.com/products/follain-moisturizer,4.7,268,Follain,['all skin'],"['moisture', 'anti-aging', 'antioxidants']",100% positive,This is the best moisturizer ve tried in a long time.
338,Eye Cream,$38.00,https://credobeauty.com/products/follain-eye-cream,No rating,219,Follain,['all skin'],"['anti-aging', 'antioxidants', 'moisture', 'brightening']",40% positive,Good for the price point The best ve found Its light for day and enough moisture for.
339,Everything Soap Lavender Bundle,$52.00,https://credobeauty.com/products/everything-soap-lavender-set,No rating,No reviews,Follain,['all skin'],[],,
340,Everything Soap Lemongrass Bundle,$52.00,https://credobeauty.com/products/follain-everything-soap,No rating,No reviews,Follain,['all skin'],[],,
341,Back to Basics Gift Set,$55.00,https://credobeauty.com/products/back-to-basics-gift-set,No rating,5,Follain,['all skin'],"['anti-aging', 'antioxidants', 'moisture', 'brightening']",100% positive,Love the eye cream more than kinship as I dont have dark circles and the price.
342,Lip Balm,$12.00,https://credobeauty.com/products/lip-balm,3.5,40,Follain,['all skin'],"['moisture', 'silicones & others']",60% positive,"Lips still dry I like that it doesnt contain fragrance, but it does absolutely nothing."
343,Candle No. 1,$45.00,https://credobeauty.com/products/follain-candle-no-1,No rating,23,Follain,['all skin'],[],80% positive,This candle is not overpowering in scent and is formulated with coconut oil and slight essential.
344,Detox Cleanser,$24.00,https://credobeauty.com/products/follain-detox-cleanser,4.4,18,Follain,['all skin'],"['moisture', 'anti-aging']",100% positive,Good body cleanser.
345,Candle No. 2,$45.00,https://credobeauty.com/products/follain-candle-no-2,5,32,Follain,['all skin'],[],100% positive,Smells like a spa m sensitive to fragrances and was worried about buying a.
346,Detox Mask,$36.00,https://credobeauty.com/products/follain-detox-mask,No rating,No reviews,Follain,['all skin'],"['antioxidants', 'brightening', 'moisture', 'alcohol', 'exfoliating']",60% positive,Great simple detox mask that smoothes skin and exfoliates.
347,Ingrown Deodorant,$18.00,https://credobeauty.com/products/ingrown-deodorant,No rating,10,Fur,[],"['anti-aging', 'moisture', 'fragrance', 'exfoliating']",80% positive,Only natural deodorant that prevents bumps Finally.
348,KP Body Scrub,$38.00,https://credobeauty.com/products/kp-body-scrub,4.9,30,Fur,[],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",60% positive,My favorite scrub for KP and ingrowns.
349,Fur Shave Cream,$32.00,https://credobeauty.com/products/fur-shave-cream,4.7,24,Fur,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",80% positive,Fantastic shaving cream.
350,Ingrown Concentrate,$32.00,https://credobeauty.com/products/ingrown-concentrate,4.6,62,Fur,"['acne-prone skin', 'sensitive skin']",['antioxidants'],80% positive,I use the fur oil daily and then use this when I have bad ingrowns.
351,Fur Oil,$52.00,https://credobeauty.com/products/fur-oil,4.5,85,Fur,"['sensitive skin', 'all skin']",[],40% positive,I have very sensitive skin and ALWAYS get terrible razor burn and ingrown hairs.
352,Liquid Eyeshadow Brush,$20.00,https://credobeauty.com/products/liquid-eyeshadow-brush,No rating,No reviews,Gen See,['all skin'],[],,
353,Cruise Liner Lip Pencil,$23.00,https://credobeauty.com/products/cruise-liner-lip-pencil,No rating,7,Gen See,['all skin'],"['moisture', 'antioxidants']",,
354,Mixed Media Must Haves,$75.00,https://credobeauty.com/products/mixed-media-must-haves,No rating,No reviews,Gen See,"['oily skin', 'aging skin', 'all skin']",[],,
355,Straight Flush Glow Stick,$24.00,https://credobeauty.com/products/straight-flush-glow-stick,4.5,18,Gen See,['all skin'],"['moisture', 'antioxidants']",,
356,Cruise Liner Eye Pencil,$23.00,https://credobeauty.com/products/cruise-liner-eye-pencil,No rating,130,Gen See,['all skin'],['silicones & others'],,
357,Comfort Level Lip Mask,$28.00,https://credobeauty.com/products/comfort-level-lip-mask,No rating,117,Gen See,['all skin'],"['silicones & others', 'antioxidants', 'sun protection']",80% positive,Amazing lip mask.
358,Mixed Media Liquid Eyeshadow,$25.00,https://credobeauty.com/products/mixed-media-metallic-liquid-eyeshadow,4.9,726,Gen See,['all skin'],[],,
359,Arch Support Brow Powder Gel,$22.00,https://credobeauty.com/products/arch-support-brow-powder-gel,No rating,417,Gen See,['all skin'],"['silicones & others', 'antioxidants']",80% positive,This is my second bottle.
360,Pick Me Up Lip Matte Lipstick,$24.00,https://credobeauty.com/products/pick-me-up-lip-matte-lipstick,4.8,482,Gen See,['all skin'],"['alcohol', 'silicones & others', 'sun protection']",,
361,Spectator Sport Mascara,From $14,https://credobeauty.com/products/spectator-sport-mascara,No rating,No reviews,Gen See,['all skin'],"['repair', 'antioxidants', 'sun protection', 'brightening']",,
362,Clean Sheen Cheek + Lip Color,$22.00,https://credobeauty.com/products/clean-sheen-cheek-lip-color,4.8,No reviews,Gen See,['all skin'],"['silicones & others', 'antioxidants', 'sun protection', 'moisture', 'alcohol']",80% positive,This is an easy way to add a pop of color on both cheeks and lips.
363,Clean Sheen Lip Gloss,$22.00,https://credobeauty.com/products/clean-sheen-lip-gloss,4.8,136,Gen See,['all skin'],"['moisture', 'antioxidants']",100% positive,My favorite lip gloss.
364,Skin Wash,From $12,https://credobeauty.com/products/skin-wash,No rating,No reviews,Gntl,['all skin'],"['moisture', 'fragrance', 'anti-aging']",,
365,Eye Defy - Radiance Restoring Eye Treatment,$85.00,https://credobeauty.com/products/eye-defy-radiance-restoring-eye-treatment,4,2,Goldfaden MD,"['aging skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",100% positive,So hydrating Amazing eye cream So.
366,Radiance Booster Starter Set,$45.00,https://credobeauty.com/products/radiance-booster-starter-set,No rating,No reviews,Goldfaden MD,['all skin'],"['moisture', 'alcohol', 'antioxidants']",,
367,Radiance Repair Serum,$95.00,https://credobeauty.com/products/radiance-repair-serum,No rating,No reviews,Goldfaden MD,"['dry skin', 'all skin']","['anti-aging', 'sun protection', 'moisture', 'exfoliating']",,
368,Lip Therapy,$38.00,https://credobeauty.com/products/lip-therapy,4.8,12,Goldfaden MD,['all skin'],"['moisture', 'anti-aging', 'antioxidants', 'sun protection']",100% positive,This lip balm is perfect for those who struggle with keeping their lips moisturized during.
369,Mist RX Daily Nutrient Facial Mist,$36.00,https://credobeauty.com/products/mist-rx-daily-nutrient-facial-mist,No rating,No reviews,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants', 'brightening']",,
370,Detox Hydrating Gel,$54.00,https://credobeauty.com/products/detox-hydrating-gel,3.7,9,Goldfaden MD,"['oily skin', 'acne-prone skin']","['moisture', 'repair', 'exfoliating']",80% positive,This is one of the most expensive products I have ever bought myself but it is absolutely.
371,Skin Balancing Mask,$60.00,https://credobeauty.com/products/skin-balancing-mask,No rating,No reviews,Goldfaden MD,"['combination skin', 'aging skin', 'all skin']","['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'exfoliating']",,
372,Detox Clarifying Facial Wash,$38.00,https://credobeauty.com/products/detox-clarifying-facial-wash,4.5,25,Goldfaden MD,['acne-prone skin'],"['moisture', 'exfoliating']",60% positive,"This cleanser, it sooo smooth."
373,Pure Start Cleanser,$38.00,https://credobeauty.com/products/goldfaden-md-pure-start-cleanser,4.6,30,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants']",80% positive,I like the light scent and gentleness of this product.
374,Doctor's Scrub Exfoliator,From $38,https://credobeauty.com/products/goldfaden-md-doctors-scrub-exfoliator,4.8,229,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",100% positive,This is a fine grain exfoliator.
375,Fresh A Peel Multi-Acid Resurfacing Peel,$85.00,https://credobeauty.com/products/goldfaden-md-fresh-a-peel-multi-acid-resurfacing-peel,4.7,15,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']",['exfoliating'],80% positive,This peel is gentle yet effective.
376,Bright Eyes - Dark Circle Radiance Concentrate,$58.00,https://credobeauty.com/products/goldefaden-md-bright-eyes-dark-circle-radiance-complex,4.3,284,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",80% positive,"I love using this in the morning, since it actually makes a difference in how my."
377,Fleuressence Native Botanical Cell Oil,$103.00,https://credobeauty.com/products/goldfaden-md-fleuressence-native-botanical-cell-oil,No rating,6,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'exfoliating']",100% positive,I had some minor redness and a couple acne scars.
378,Facial Detox Pore Clarifying Mask,$68.00,https://credobeauty.com/products/goldfaden-md-facial-detox-pore-clarifying-mask,No rating,42,Goldfaden MD,"['oily skin', 'combination skin']","['antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",,
379,Hands to Heart Brightening Hand Treatment,$38.00,https://credobeauty.com/products/goldfaden-md-hands-to-heart-brightening-hand-treatment,4.8,66,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'exfoliating']",80% positive,Lightweight cream with a barely noticeable citrusy scent.
380,Brightening Elixir,$85.00,https://credobeauty.com/products/goldfaden-md-brightening-elixir,4.5,13,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'exfoliating']",100% positive,This is a brightening serum that evens out skin tone.
381,Needle-Less Line Smoothing Concentrate,$120.00,https://credobeauty.com/products/goldfaden-md-needle-less-line-smoothing-concentrate,4.5,15,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'anti-aging', 'antioxidants']",80% positive,This was a real splurge for me and all I can say is that its.
382,Vital Boost Moisturizer,$75.00,https://credobeauty.com/products/goldfaden-md-vital-boost-moisturizer,No rating,71,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",,
383,Wake Up Call Overnight Facial Treatment,$88.00,https://credobeauty.com/products/goldfaden-md-wake-up-call-overnight-facial-treatment,4.7,18,Goldfaden MD,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'exfoliating']",100% positive,I love the easy my skin feels in the morning.
384,Summertone Bronzing Gel,$38.00,https://credobeauty.com/products/summertone-bronzing-gel,No rating,No reviews,Goop,['all skin'],"['moisture', 'repair', 'anti-aging', 'antioxidants']",,
385,Colorblur Glow Balm,$34.00,https://credobeauty.com/products/colorblur-glow-balm,No rating,3,Goop,['all skin'],"['repair', 'antioxidants', 'sun protection', 'moisture', 'exfoliating']",100% positive,Love how creamy and bendable this is.
